idx	Load [N]	Left Gap [μm]	Right Gap [μm]
20815	81.094589133037	24020.093151340858	21434.628568457476
20816	82.0555966863256	24023.381488016425	21433.80638542438
20817	81.24243645466822	24023.710321688293	21434.628568457476
20818	81.53813109166532	24029.62932791609	21430.51765332427
20819	82.83179503045125	24031.273496357822	21428.05110428307
20820	84.21786335956602	24023.381488016425	21429.284378800043
20821	85.104946994545	24027.656325811913	21430.92874483396
20822	84.16242062990375	24025.683323735982	21429.69547030731
20823	82.0555966863256	24026.340991091492	21434.217476940525
20824	81.05762730230282	24027.656325811913	21429.69547030731
20825	80.83585631515422	24019.435484015154	21429.284378800043
20826	81.9447112039062	24021.737319668842	21425.99564677092
20827	81.42724560377002	24019.76431767762	21425.173463771705
20828	82.99812323958605	24023.381488016425	21426.81782977336
20829	84.23634426938861	24026.99865845013	21426.406738271737
20830	82.25888673438294	24023.710321688293	21424.762372273308
20831	77.65713831444691	24028.642826860472	21427.22892127579
20832	75.66119860726377	24022.72382067504	21428.05110428307
20833	77.87890936927664	24025.02565638362	21426.406738271737
20834	79.76396314423715	24026.012157413345	21428.05110428307
20835	82.16648216757261	24027.656325811913	21429.69547030731
20836	85.0125424527115	24027.985159493983	21430.92874483396
20837	90.53833264042288	24023.381488016425	21434.217476940525
20838	93.4213524743767	24025.683323735982	21430.92874483396
20839	90.09479105881911	24030.944662667906	21434.217476940525
20840	85.0125424527115	24033.57533220921	21432.98420239451
20841	81.96319211772425	24031.602330048525	21432.98420239451
20842	79.09865008619187	24030.286995290433	21438.328392146366
20843	75.9938552518841	24029.3004942301	21438.73948367139
20844	73.9239915109323	24021.737319668842	21439.150575197225
20845	72.70425018275478	24029.3004942301	21440.794941308624
20846	73.68373944260497	24026.340991091492	21437.50620909874
20847	76.80701589364526	24028.642826860472	21439.561666723865
20848	82.35129130037961	24022.72382067504	21434.217476940525
20849	87.89556377816928	24023.710321688293	21436.684026054343
20850	91.70262920485527	24022.72382067504	21430.51765332427
20851	92.95933011703221	24025.354490059406	21427.22892127579
20852	91.07427869370616	24025.683323735982	21429.69547030731
20853	86.60190045982358	24019.106650353482	21423.940189278932
20854	80.92826089370425	24024.039155360948	21422.70691479341
20855	78.2115659426355	24013.516478224912	21422.295823299846
20856	78.50726066556479	24018.448983032482	21424.762372273308
20857	80.42927615982842	24016.475981088293	21426.81782977336
20858	82.20344399439443	24017.791315714618	21429.284378800043
20859	81.74142114975774	24020.421985004887	21424.351280775714
20860	81.24243645466822	24020.093151340858	21427.64001277903
20861	81.33484102962694	24017.791315714618	21425.173463771705
20862	85.3082369837349	24026.012157413345	21424.351280775714
20863	89.263150543765	24026.012157413345	21429.284378800043
20864	90.74162252585563	24020.750818669705	21426.406738271737
20865	90.44592814576981	24021.408486001674	21428.46219578792
20866	89.15226513686895	24017.46248205686	21427.64001277903
20867	87.02696128179736	24016.8048147437	21422.70691479341
20868	84.32874881801604	24016.8048147437	21428.05110428307
20869	82.22192490775649	24019.106650353482	21425.173463771705
20870	82.5915431681637	24021.079652335295	21424.351280775714
20871	84.19938244971104	24019.76431767762	21431.339836344458
20872	83.94064970833904	24022.06615333679	21425.173463771705
20873	81.85230663432748	24020.093151340858	21431.339836344458
20874	80.52168074197351	24020.093151340858	21428.873287293576
20875	82.88723776712203	24020.421985004887	21426.406738271737
20876	86.2322823399175	24025.02565638362	21424.351280775714
20877	85.8441833001437	24022.72382067504	21423.940189278932
20878	84.25482517917897	24025.354490059406	21419.41818286749
20879	83.73735969280449	24023.710321688293	21423.118006287776
20880	83.46014602893331	24017.46248205686	21416.12945099314
20881	82.86875685493084	24017.13364839989	21417.36272543998
20882	79.72700130879355	24018.448983032482	21418.184908408562
20883	79.57915396570837	24016.147147433672	21418.595999894067
20884	80.87281814667222	24020.093151340858	21423.940189278932
20885	82.44369586556257	24022.72382067504	21421.062548824
20886	84.08849698990065	24021.737319668842	21429.69547030731
20887	85.899626020982	24017.791315714618	21431.339836344458
20888	86.39861049546954	24022.06615333679	21432.98420239451
20889	83.1274896226492	24023.05265434534	21429.284378800043
20890	80.33687157686569	24023.710321688293	21425.99564677092
20891	79.91181048470162	24019.76431767762	21426.81782977336
20892	82.38825312655047	24022.06615333679	21427.22892127579
20893	84.36571063724023	24019.76431767762	21428.873287293576
20894	82.68394773123231	24020.421985004887	21427.64001277903
20895	79.80092497954979	24017.46248205686	21429.284378800043
20896	78.95080273418705	24019.76431767762	21425.58455527091
20897	79.85636773227299	24018.120149373157	21427.22892127579
20898	82.2773676476474	24019.435484015154	21425.173463771705
20899	84.1809015398236	24022.394987005522	21425.173463771705
20900	84.12545880996703	24022.72382067504	21423.52909778295
20901	83.77432151410261	24020.421985004887	21424.351280775714
20902	84.64292427729504	24020.421985004887	21423.52909778295
20903	86.62038136548091	24017.13364839989	21422.295823299846
20904	86.12139690143283	24020.093151340858	21424.762372273308
20905	83.92216879799793	24015.16064647451	21426.406738271737
20906	82.20344399439443	24017.791315714618	21425.173463771705
20907	81.11307004835521	24016.8048147437	21416.12945099314
20908	82.07407759994817	24018.120149373157	21422.70691479341
20909	83.53406967334598	24021.737319668842	21421.473640315144
20910	82.12952034062056	24025.354490059406	21425.173463771705
20911	79.89332956725815	24022.06615333679	21427.22892127579
20912	82.00015394526253	24016.8048147437	21426.81782977336
20913	85.41912243073659	24020.750818669705	21423.118006287776
20914	86.49101502520438	24016.475981088293	21423.52909778295
20915	86.80519042028249	24021.079652335295	21424.351280775714
20916	87.58138841533122	24019.76431767762	21421.88473180709
20917	86.73126679874798	24017.13364839989	21424.351280775714
20918	85.03102336114296	24017.13364839989	21423.118006287776
20919	84.71684791341329	24016.8048147437	21423.118006287776
20920	83.88520697721856	24017.13364839989	21427.64001277903
20921	81.79686389218932	24020.093151340858	21426.406738271737
20922	83.21989418100549	24017.46248205686	21424.351280775714
20923	83.23837509257936	24021.408486001674	21426.81782977336
20924	82.33281038724533	24020.750818669705	21425.173463771705
20925	83.92216879799793	24017.13364839989	21431.75092785576
20926	85.17887062743	24017.791315714618	21422.295823299846
20927	84.97558063575195	24018.777816692593	21419.41818286749
20928	86.04747327513167	24018.448983032482	21422.70691479341
20929	87.02696128179736	24017.791315714618	21421.473640315144
20930	84.82773336662024	24016.8048147437	21419.41818286749
20931	82.53610042993228	24017.791315714618	21420.65145733366
20932	82.75787138110184	24014.1741455224	21420.240365844133
20933	83.16445144608906	24017.13364839989	21425.173463771705
20934	83.21989418100549	24019.106650353482	21430.106561815384
20935	83.57103149535772	24017.791315714618	21435.4507514938
20936	83.25685600412078	24021.408486001674	21428.46219578792
20937	82.96116141556132	24023.381488016425	21428.46219578792
20938	80.11510057441836	24023.05265434534	21427.64001277903
20939	78.76599354122675	24019.76431767762	21429.69547030731
20940	80.5031998256099	24020.750818669705	21429.69547030731
20941	83.09052779907921	24019.76431767762	21431.75092785576
20942	83.99609243916768	24019.435484015154	21423.52909778295
20943	84.1809015398236	24020.093151340858	21425.99564677092
20944	84.2917869986623	24021.079652335295	21427.22892127579
20945	83.23837509257936	24016.8048147437	21427.64001277903
20946	82.61002408084244	24021.737319668842	21428.46219578792
20947	82.25888673438294	24022.72382067504	21427.64001277903
20948	82.64698590610243	24023.05265434534	21421.88473180709
20949	82.88723776712203	24019.435484015154	21422.295823299846
20950	83.5895124063149	24020.093151340858	21421.88473180709
20951	85.19735153557048	24020.093151340858	21418.595999894067
20952	87.72923564605765	24020.093151340858	21424.351280775714
20953	89.11530333431449	24018.777816692593	21423.940189278932
20954	88.08037281080072	24021.737319668842	21424.351280775714
20955	88.9859370243662	24022.394987005522	21424.351280775714
20956	89.37403594950996	24022.72382067504	21422.70691479341
20957	88.61631898730172	24020.750818669705	21426.406738271737
20958	89.28163144480243	24019.106650353482	21430.92874483396
20959	89.13378423560772	24021.079652335295	21432.16201936787
20960	87.43354118254962	24019.435484015154	21428.05110428307
20961	84.43963427530025	24025.354490059406	21432.16201936787
20962	84.77229064016234	24022.06615333679	21426.406738271737
20963	87.24873213868159	24025.354490059406	21429.284378800043
20964	89.78061576073264	24029.3004942301	21427.64001277903
20965	92.88540653802119	24027.985159493983	21434.217476940525
20966	95.58361684439706	24030.615828978775	21426.406738271737
20967	94.14210731237	24024.696822708614	21433.80638542438
20968	89.55884495652799	24025.683323735982	21436.684026054343
20969	84.4950770035054	24024.36798903439	21436.272934533357
20970	81.85230663432748	24022.72382067504	21435.039659975235
20971	82.33281038724533	24020.421985004887	21436.684026054343
20972	84.16242062990375	24021.737319668842	21430.51765332427
20973	84.53203882214706	24022.06615333679	21432.98420239451
20974	84.80925245783328	24021.737319668842	21430.106561815384
20975	84.31026790835529	24025.683323735982	21427.64001277903
20976	84.86469518409712	24028.31399317684	21427.22892127579
20977	85.93658783471284	24025.683323735982	21430.51765332427
20978	85.4560842461454	24024.039155360948	21428.46219578792
20979	84.45811518473431	24027.985159493983	21430.51765332427
20980	83.3492605613406	24025.683323735982	21431.75092785576
20981	82.77635229348795	24026.340991091492	21427.64001277903
20982	83.73735969280449	24023.381488016425	21430.106561815384
20983	85.95506874153	24025.02565638362	21425.173463771705
20984	87.02696128179736	24025.683323735982	21425.173463771705
20985	86.34316777724212	24019.76431767762	21428.05110428307
20986	83.75584060346978	24019.435484015154	21430.51765332427
20987	83.53406967334598	24025.02565638362	21431.75092785576
20988	84.38419154680378	24022.72382067504	21432.573110880785
20989	85.86266420712201	24024.36798903439	21431.75092785576
20990	85.8441833001437	24023.710321688293	21430.51765332427
20991	86.25076324621875	24022.72382067504	21432.573110880785
20992	85.54848878410263	24026.012157413345	21432.16201936787
20993	85.3082369837349	24025.683323735982	21432.573110880785
20994	85.7148169503921	24029.3004942301	21430.92874483396
20995	84.5874815498666	24025.683323735982	21425.99564677092
20996	82.57306225545244	24021.737319668842	21427.64001277903
20997	82.12952034062056	24023.381488016425	21424.762372273308
20998	84.05153516970466	24017.13364839989	21422.295823299846
20999	86.63886227110584	24023.710321688293	21424.351280775714
21000	85.7148169503921	24020.750818669705	21423.118006287776
21001	83.51558876229149	24027.32749213063	21423.52909778295
21002	82.2773676476474	24022.72382067504	21422.70691479341
21003	82.68394773123231	24020.421985004887	21425.173463771705
21004	83.03508506348084	24022.06615333679	21422.295823299846
21005	84.93861881866303	24024.696822708614	21421.473640315144
21006	86.58341955413425	24025.354490059406	21424.762372273308
21007	86.2322823399175	24016.8048147437	21423.940189278932
21008	84.45811518473431	24020.750818669705	21424.762372273308
21009	83.90368788762453	24016.475981088293	21426.81782977336
21010	85.75177876476812	24017.791315714618	21426.81782977336
21011	85.60393150648969	24019.435484015154	21423.940189278932
21012	83.77432151410261	24021.079652335295	21425.173463771705
21013	83.3492605613406	24019.435484015154	21424.762372273308
21014	83.66343604981915	24022.06615333679	21428.46219578792
21015	82.73939046868321	24022.06615333679	21429.69547030731
21016	81.27939828474956	24021.737319668842	21426.406738271737
21017	80.18902424242441	24020.093151340858	21425.173463771705
21018	80.57712349086825	24022.06615333679	21427.64001277903
21019	80.83585631515422	24016.475981088293	21421.88473180709
21020	83.3492605613406	24020.093151340858	21424.351280775714
21021	85.64089332125286	24020.421985004887	21425.99564677092
21022	86.54645774265896	24022.72382067504	21419.41818286749
21023	85.62241241388739	24022.72382067504	21419.41818286749
21024	83.8667260667803	24020.093151340858	21416.12945099314
21025	83.40470329528296	24022.72382067504	21420.240365844133
21026	82.35129130037961	24025.354490059406	21421.88473180709
21027	82.16648216757261	24021.737319668842	21425.173463771705
21028	81.29787919974132	24019.435484015154	21423.118006287776
21029	81.39028377421067	24020.421985004887	21423.52909778295
21030	83.25685600412078	24023.381488016425	21423.52909778295
21031	82.38825312655047	24020.750818669705	21423.118006287776
21032	81.24243645466822	24025.354490059406	21423.52909778295
21033	81.37180285938211	24022.06615333679	21427.22892127579
21034	82.0555966863256	24020.421985004887	21425.173463771705
21035	81.63053566401459	24023.710321688293	21423.52909778295
